question,super_category,English_translated,English_Paraphrase,French_Paraphrase
A partir de quel moment commence le délai de prescription des amendes pénales ?,Droit pénal,At what point does the limitation period for criminal fines begin?,The limitation period for criminal fines begins at what point?,Le délai de prescription pour les amendes pénales commence à quel moment?
"Si on se sépare, le tribunal de la famille peut-il prendre des décisions concernant notre bail de logement social en Wallonie ?",Droit immobilier,"If we split up, can the family court make decisions about our social housing lease in Wallonia?",Can the family court make decisions about our social housing lease if we split up?,Le tribunal de la famille peut-il prendre des décisions au sujet de notre bail de logement social si nous nous séparons?
La police peut-elle me fouiller pour chercher du cannabis ?,Droit pénal,Can the police search me for cannabis?,Can the police search me for drugs?,La police peut-elle me chercher de la drogue ?
Nous ne sommes pas mariés. Quelles démarches effectuer pour être reconnu comme le père de mon enfant si ni moi ni la mère ne sommes mariés ?,Droit de la famille,What steps are taken to be recognized as the father of my child if neither I nor the mother are married?,"If neither I nor the mother are married, what steps are taken to be recognized as the father of my child?","Si ni moi ni la mère ne sommes mariés, quelles mesures sont prises pour être reconnues comme le père de mon enfant?"
Je suis majeur. Je suis né en Belgique. Puis-je introduire un recours en cas d'avis négatif concernant ma demande de nationalité ?,Droit des étrangers,I am an adult. I was born in Belgium. Can I appeal if I have a negative opinion on my application for nationality?,Can I appeal if I have a negative opinion on my application?,Puis-je faire appel si j'ai une opinion négative sur ma demande?
Comment contester ma facture d'eau en Wallonie ?,Droit financier,How can I challenge my water bill in Wallonia?,How can I challenge my water bill in Wallonia?,Comment puis-je contester ma facture d'eau en Wallonie?
Je suis victime de violences conjugales. Que va-t-il se passer après mon dépôt de plainte pour violences conjugales ?,Droit de la famille,I'm a victim of domestic violence. What's going to happen after I file a complaint about domestic violence?,What will happen after I file a complaint about domestic violence?,Que se passera-t-il après le dépôt d'une plainte au sujet de la violence familiale?
Je vis en union libre. Devons-nous faire une convention de vie commune ?,Droit de la famille,"I live in a common-law relationship, do we have to make a common-law agreement?",Do we have to make a common-law agreement?,Devons-nous conclure un accord de common law?
Qu'est-ce qu'une saisie sur les revenus ?,Droit financier,What is an income seizure?,What is an income seizure?,Qu'est-ce qu'une saisie de revenu?
Quand commence à courir le délai de préavis dans un bail de 9 ans à Bruxelles ?,Droit immobilier,When does the notice period start to run in a 9-year lease in Brussels?,When does the notice period start in a 9-year lease?,Quand la période de préavis commence-t-elle dans un bail de 9 ans?
J'ai signé une déclaration de cohabitation légale. A qui appartiennent les biens achetés pendant la cohabitation légale ?,Droit de la famille,I signed a declaration of legal cohabitation. Who owns the property purchased during legal cohabitation?,I signed a declaration of legal cohabitation.,J'ai signé une déclaration de cohabitation légale.
Je me lance dans la vie. Je vis chez mes parents. Je ne travaille pas. Comment puis-je contester le montant que je dois payer ?,Droit financier,I'm getting into life. I live with my parents. I don't work. How can I dispute the amount I have to pay?,I don't work and I live with my parents.,Je ne travaille pas et je vis avec mes parents.
Mon propriétaire peut-il fixer librement le prix du loyer à Bruxelles ?,Droit immobilier,Can my owner freely fix the price of rent in Brussels?,Is it possible for my owner to fix the price of rent?,Est-il possible pour mon propriétaire de fixer le prix du loyer?
"Je suis parent. Le père biologique, mais non légal, doit-il payer une contribution alimentaire pour mon enfant ?",Droit de la famille,"I'm a parent. Does the biological father, but not legal, have to pay a maintenance contribution for my child?",Does the biological father have to pay maintenance for my child?,Est-ce que le père biologique doit payer une pension alimentaire pour mon enfant ?
Je me sépare. Mon compagnon peut-il me mettre à la porte de notre logement si je n'ai pas signé le contrat de bail ?,Droit de la famille,Can my companion put me at the door of our house if I haven't signed the lease agreement?,"If I don't sign the lease agreement, can my companion put me at the door?","Si je ne signe pas le contrat de location, mon compagnon peut-il me mettre à la porte ?"
Les parents ne sont pas mariés ensemble. Le père de l'enfant est marié à quelqu'un d'autre que la mère. Devant quel tribunal aller en cas de problème lié à la filiation ?,Droit de la famille,The parents are not married together. The child's father is married to someone other than the mother.,The parents are not married to each other.,Les parents ne sont pas mariés.
A quelles conditions dois-je payer une pension alimentaire à mon père/ma mère ?,Droit de la famille,On what conditions do I have to pay alimony to my father/mother?,Do I have to pay alimony to my parents?,Dois-je payer une pension alimentaire à mes parents ?
Je loue une caravane dans un camping à l'année. Quelles règles s'appliquent à mon bail à Bruxelles ?,Droit immobilier,I rent a caravan in a year-round campsite. What rules apply to my lease in Brussels?,I rent a caravan in a year-round campsite.,Je loue une caravane dans un camping tout au long de l'année.
J'introduis une demande en justice. Suis-je obligé de prendre un avocat ?,Droit pénal,Do I have to get a lawyer?,Do I need a lawyer?,J'ai besoin d'un avocat ?
L'administrateur peut-il choisir la résidence de sa personne protégée ?,Droit de la famille,Can the administrator choose the residence of his/her protected person?,Is it possible for the administrator to choose the residence of his/her protected person?,Est-il possible pour l'administrateur de choisir la résidence de sa personne protégée?
"Je suis marié(e). Le propriétaire a envoyé son préavis à un seul conjoint, est-ce valable ?",Droit de la famille,"I am married. The owner has sent his notice to one spouse, is it valid?","The owner sent a notice to one spouse, is it valid?","Le propriétaire a envoyé un avis à un conjoint, est-il valide?"
J'ai été condamné au paiement de ma dette. Ce jugement peut-il être exécuté directement ?,Droit financier,I was sentenced to payment of my debt. Can this judgment be executed directly?,I was sentenced to pay my debt.,J'ai été condamné à payer ma dette.
"Je me sépare. En tant que cohabitants légaux, quelles mesures peut prendre le juge de la famille si on se sépare ?",Droit de la famille,"As a legal cohabitant, what measures can the family judge take if we split up?",What measures can the family judge take if we split up?,Quelles mesures le juge de la famille peut-il prendre si nous nous séparons?
Qu'est-ce que je risque si j'occupe une maison sans autorisation (squat) en Wallonie ?,Droit immobilier,What do I risk if I occupy a house without permission (squat) in Wallonia?,What are the risks of occupying a house without permission in Wallonia?,Quels sont les risques d'occuper une maison sans autorisation en Wallonie?
"L'école, le médecin, etc. doivent-ils toujours demander l'accord des 2 parents pour les décisions concernant l'enfant ?",Droit de la famille,"Do the school, the doctor, etc. still have to ask for the consent of both parents for decisions concerning the child?",The consent of both parents is still needed for decisions regarding the child.,Le consentement des deux parents est toujours nécessaire pour prendre des décisions concernant l'enfant.
Qu’est-ce que je risque si je me fais prendre avec du cannabis sur moi ?,Droit pénal,What do I risk if I get caught with cannabis on me?,What are the risks if I get caught with cannabis?,Quels sont les risques si je me fais prendre avec du cannabis ?
"Après avoir fait des travaux, mon propriétaire peut-il augmenter le loyer à Bruxelles ?",Droit immobilier,"After doing some work, can my owner raise the rent in Brussels?",Can my owner raise the rent after doing some work?,Mon propriétaire peut-il augmenter le loyer après avoir fait du travail ?
"Mon voisin fait beaucoup de bruit, que faire ?",Droit immobilier,"My neighbor makes a lot of noise, what to do?","My neighbor makes a lot of noise, what to do?","Mon voisin fait beaucoup de bruit, que faire ?"
J'ai signé une déclaration de cohabitation légale. Puis-je rester dans notre maison si mon cohabitant légal décède ?,Droit de la famille,I signed a declaration of legal cohabitation. Can I stay in our house if my legal cohabitant dies?,"If my legal cohabitant dies, can I stay in our house?","Si mon cohabitant légal meurt, je peux rester chez nous ?"
Qui doit payer les honoraires de l'avocat ?,Droit pénal,Who has to pay the lawyer's fee?,Who pays the lawyer's fee?,Qui paie les honoraires de l'avocat ?
La police peut-elle m’arrêter si elle me surprend en train de casser une voiture ?,Droit pénal,Can the police stop me if she surprises me breaking a car?,Can the police stop me if I break a car?,La police peut-elle m'arrêter si je casse une voiture ?
J'introduis une demande en justice. Comment introduire une procédure en justice ?,Droit pénal,I'm bringing a case to court. How can I bring a case to court?,I'm bringing a case to court.,J'amène une affaire au tribunal.
Je me confie à un professionnel. Est-ce que tout ce que je dis au professionnel est couvert par le secret professionnel ?,Droit du travail,I confide in a professional. Is everything I tell the professional covered by professional secrecy?,Is everything I tell the professional covered by professional confidentiality?,Est-ce que tout ce que je dis au professionnel est couvert par la confidentialité professionnelle?
"J'ai signé une déclaration de cohabitation légale. Le propriétaire a envoyé son préavis à un seul cohabitant légal, est-ce valable ?",Droit de la famille,"I signed a declaration of legal cohabitation. The owner sent his notice to a single legal cohabitant, is that valid?","The owner sent a notice to a single legal cohabitant, is that valid?","Le propriétaire a envoyé un avis à un seul cohabitant légal, est-ce valide ?"
Cette proposition de payer sans poursuites peut-elle être faite pour n’importe quelle infraction que j’ai commise ?,Droit pénal,Can this offer to pay without prosecution be made for any offence I have committed?,Can this offer to pay without prosecution be made if I have committed a crime?,Cette offre de payer sans poursuite peut-elle être faite si j'ai commis un crime?
Puis-je contester la décision de mise sous administration de biens et/ou de la personne ?,Droit de la famille,Can I challenge the decision to place property and/or the person under administration?,Can I challenge the decision to place property?,Puis-je contester la décision de placer une propriété?
Je pense que mon logement est insalubre. Je m'adresse à la police car je suis victime d'un marchand de sommeil. Quelles sont les sanctions pour le propriétaire marchand de sommeil ?,Droit immobilier,I think my accommodation is unsanitary. I address the police because I am the victim of a sleep merchant. What are the sanctions for the sleep merchant owner?,I address the police because I'm the victim of a sleep merchant.,Je m'adresse à la police parce que je suis victime d'un marchand de sommeil.
Je vis en union libre. A qui appartient la maison construite ensemble sur mon terrain ?,Droit de la famille,I live in a common-law relationship. Who owns the house built together on my land?,I live in a relationship with a common-law spouse.,Je vis dans une relation avec un conjoint de fait.
Je suis convoqué en justice. A qui m'adresser pour avoir certains renseignements sur la procédure en justice ?,Droit pénal,I'm being summoned to court.,I'm going to court.,Je vais au tribunal.
Une personne mise en observation est-elle incapable de gérer ses biens ?,Droit de la famille,Is an observation person unable to manage his assets?,Is an observation person unable to manage his assets?,Une personne d'observation est-elle incapable de gérer ses biens?
Je suis victime de violences conjugales. Puis-je demander une aide financière à mon (ex) conjoint si on se sépare ?,Droit de la famille,I am a victim of domestic violence. Can I ask my (ex) spouse for financial assistance if we split up?,Can I ask my ex spouse for financial assistance if we split up?,Puis-je demander à mon ex-conjoint une aide financière si nous nous séparons?
Comment se déroule une expulsion ?,Droit immobilier,How is an expulsion going?,How is the expulsion going?,Comment se passe l'expulsion ?
Peut-on me confisquer ou saisir ma voiture si on y trouve du cannabis ?,Droit pénal,Can anyone confiscate me or seize my car if they find cannabis?,Can anyone seize my car if they find cannabis?,Quelqu'un peut saisir ma voiture s'il trouve du cannabis ?
Je vis avec ma famille en Belgique. Je me marie. Que se passe-t-il si je suis étranger et qu'on retarde la célébration de mon mariage ?,Droit des étrangers,I live with my family in Belgium. I get married. What happens if I'm a foreigner and my marriage is delayed?,"If I'm a foreigner and my marriage is delayed, what happens?","Si je suis un étranger et que mon mariage est retardé, que se passe-t-il ?"
Je me suis porté caution pour une personne qui est en règlement collectif de dettes (RCD). Que dois-je faire ?,Droit financier,I bailed for a person who is in collective debt settlement (CDR). What should I do?,I bail for a person who is in debt settlement.,Je cautionne une personne qui est en règlement de dettes.
Est-ce que mon bail est un bail de courte durée à Bruxelles ?,Droit immobilier,Is my lease a short-term lease in Brussels?,Is my lease a short-term lease?,Mon bail est-il un bail à court terme?
Mon propriétaire peut-il mettre fin au bail de courte durée avant l’échéance à Bruxelles ?,Droit immobilier,Can my owner terminate the short-term lease before expiry in Brussels?,Is it possible for my owner to end the short-term lease before the end of the year?,Est-il possible pour mon propriétaire de mettre fin au bail à court terme avant la fin de l'année?
Qu’est-ce que la révision de loyer à Bruxelles ?,Droit immobilier,What is the rent revision in Brussels?,What is the rent revision in the city?,Quelle est la révision du loyer dans la ville?
Comment puis-je connaître le délai au bout duquel mon amende pénale s’annule (délai de prescription) ?,Droit pénal,How do I know the time limit after which my criminal fine is cancelled (time limit)?,How do I know when my criminal fine is going to be canceled?,Comment savoir quand mon amende sera annulée ?
Je me lance dans la vie. Je vis seul(e). Je ne travaille pas. Comment puis-je contester le montant que je dois payer ?,Droit financier,I go into life. I live alone. I don't work. How can I dispute the amount I have to pay?,"I don't work, I live alone, how can I dispute the amount I have to pay?","Je ne travaille pas, je vis seul, comment puis-je contester le montant que je dois payer ?"
Quel est le coût de la médiation de dettes amiable ?,Droit financier,What is the cost of amicable debt mediation?,What is the cost of debt mediation?,Quel est le coût de la médiation de la dette?
La société peut-elle m’expulser de mon logement social en Wallonie ?,Droit immobilier,Can society expel my social housing in Wallonia?,Can society expel my social housing in Wallonia?,La société peut-elle expulser mon logement social en Wallonie ?
"Si mon propriétaire fait des travaux dans mon logement, puis-je demander une réduction du loyer à Bruxelles ?",Droit immobilier,"If my owner does work in my home, can I ask for a reduction in rent in Brussels?",Can I ask for a reduction in rent if my owner works in my home?,Puis-je demander une réduction de loyer si mon propriétaire travaille dans ma maison?
Le propriétaire peut-il indexer le loyer à Bruxelles ?,Droit immobilier,Can the owner index the rent in Brussels?,Is it possible for the owner to index the rent in Brussels?,Est-il possible pour le propriétaire d'indexer le loyer à Bruxelles ?
Puis-je reconnaître un enfant après avoir réussi à faire annuler un lien de filiation avec son père ?,Droit de la famille,Can I recognize a child after having managed to have a bond of filiation cancelled with his father?,Is it possible to recognize a child after having a bond of filiation canceled with his father?,Est-il possible de reconnaître un enfant après l'annulation d'un lien de filiation avec son père ?
Après combien de temps ma facture d'hôpital est-elle prescrite ?,Droit financier,How long is my hospital bill prescribed?,How long is my hospital bill?,Combien de temps dure ma facture d'hôpital ?
Les parents ne sont pas mariés ensemble. La mère de l'enfant est mariée à quelqu'un d'autre que le père. Puis-je reconnaître mon enfant avant sa naissance si la mère est mariée à quelqu'un d'autre ?,Droit de la famille,The parents are not married together. The mother of the child is married to someone other than the father. Can I recognize my child before she is born if the mother is married to someone else?,"If the mother is married to someone other than the father, can I recognize my child?","Si la mère est mariée à quelqu'un d'autre que le père, puis-je reconnaître mon enfant ?"
Le bail de longue durée prend-il automatiquement fin à l'échéance à Bruxelles ?,Droit immobilier,Does the long-term lease automatically end at maturity in Brussels?,Does the long-term lease end in Brussels?,Le bail à long terme prend-il fin à Bruxelles?
Quels sont les revenus pris en compte pour l'aide juridique si je vis avec une personne avec qui j'ai un conflit ?,Droit pénal,What income is considered for legal aid if I live with someone I have a conflict with?,"If I have a conflict with someone, what income is considered for legal aid?","Si j'ai un conflit avec quelqu'un, quel revenu est considéré pour l'aide juridique?"
"J'ai signé une déclaration de cohabitation légale. Nous sommes cohabitants légaux, quelles conséquences sur la relation avec nos enfants ?",Droit de la famille,"I signed a declaration of legal cohabitation. We are legal cohabitants, what consequences on the relationship with our children?","We are legal cohabitants, what consequences on the relationship with our children?","Nous sommes des cohabitants légaux, quelles conséquences sur la relation avec nos enfants?"
Je suis parent. Qu'est-ce que l'obligation alimentaire des parents envers leur enfant ?,Droit de la famille,What is the parent's obligation to support their child?,What is the parent's obligation to support their child?,Quelle est l'obligation du parent de subvenir aux besoins de son enfant?
"Je n’ai pas choisi un contrat de bail étudiant, quel type de bail est-ce alors à Bruxelles ?",Droit immobilier,"I didn't choose a student lease, what kind of lease is it then in Brussels?","I didn't choose a student lease, what kind of lease is it in Brussels?","Je n'ai pas choisi de bail étudiant, quel type de bail est-ce à Bruxelles ?"
Puis-je demander une diminution du loyer en cours de bail à Bruxelles ?,Droit immobilier,Can I ask for a reduction in rent during leases in Brussels?,Can I ask for a reduction in rent?,Puis-je demander une réduction de loyer ?
J'ai été condamné à une peine de prison. Faut-il demander la surveillance électronique ou est-ce automatique ?,Droit pénal,I was sentenced to a prison sentence. Should we ask for electronic surveillance or is it automatic?,I was sentenced to a prison sentence.,J'ai été condamné à une peine de prison.
Je dépose plainte auprès d'un médiateur. L'entreprise est située en Belgique. La procédure de recouvrement est-elle suspendue si je porte plainte devant le médiateur pour le consommateur ?,Droit financier,I file a complaint with a mediator. The company is located in Belgium. Is the recovery procedure suspended if I file a complaint with the Ombudsman for the consumer?,The company is located in Belgium.,L'entreprise est située en Belgique.
Quels sont les risques si je ne paie plus mon crédit à la consommation ?,Droit financier,What are the risks if I don't pay my consumer credit anymore?,"If I don't pay my credit card bill, what are the risks?","Si je ne paie pas ma facture de carte de crédit, quels sont les risques?"
Puis-je déshériter mes enfants ?,Droit financier,May I disinherit my children?,Is it possible that I disinherit my children?,Est-il possible que je déshérite mes enfants ?
Mon conjoint (ou cohabitant légal) veut introduire un règlement collectif de dettes (RCD). Peut-il me contraindre à en introduire un ?,Droit financier,My spouse (or legal cohabitant) wants to introduce a collective debt settlement (CDR). Can he force me to introduce one?,Can my spouse force me to introduce a collective debt settlement?,Est-ce que mon conjoint peut me forcer à introduire un règlement collectif de la dette?
Je suis majeur. Je séjourne en Belgique depuis au moins 10 ans. Comment se déroule la procédure de demande de nationalité ?,Droit des étrangers,I am an adult. I have been in Belgium for at least 10 years. How is the procedure for applying for nationality going?,I have been in Belgium for at least 10 years.,Je suis en Belgique depuis au moins 10 ans.
Je reçois les confidences en tant que professionnel. Puis-je tout dire à mes collègues si nous travaillons en réseau ou en équipe pluridisciplinaire ?,Droit du travail,I receive the confidences as a professional. Can I tell my colleagues everything if we work as a network or as a multidisciplinary team?,I receive the confidences as a professional and can I tell my colleagues everything?,Je reçois les confidences en tant que professionnel et puis-je tout dire à mes collègues?
"Je me sépare. En tant que cohabitants légaux, le juge de la famille peut-il imposer à l’un de nous de quitter la maison ?",Droit de la famille,"As a legal cohabitant, can the family judge force one of us to leave the house?",Can the family judge force one of us to leave the house?,Le juge de la famille peut-il forcer l'un de nous à quitter la maison ?
L’état des lieux est-il obligatoire à Bruxelles ?,Droit immobilier,Is the state of play mandatory in Brussels?,Is the state of play mandatory in the city?,L'état des lieux est-il obligatoire dans la ville ?
L'enfant peut-il décider seul chez quel parent il veut vivre ?,Droit de la famille,Can the child decide alone which parent he wants to live with?,Is it possible for the child to decide which parent he wants to live with?,Est-il possible pour l'enfant de décider avec quel parent il veut vivre?
Comment la société peut-elle mettre fin au bail de logement social en Wallonie ?,Droit immobilier,How can society end the social housing lease in Wallonia?,How can society end the social housing lease in Wallonia?,Comment la société peut-elle mettre fin au bail de logements sociaux en Wallonie?
Mon propriétaire peut-il mettre fin au bail de 9 ans pour occuper personnellement le logement à Bruxelles ?,Droit immobilier,Can my owner terminate the nine-year lease to personally occupy the accommodation in Brussels?,Is it possible for my owner to end the nine-year lease to personally occupy the accommodation in Brussels?,Est-il possible pour mon propriétaire de mettre fin au bail de neuf ans pour occuper personnellement le logement à Bruxelles?
Comment introduire une demande devant la chambre de règlement amiable (CRA) ?,Droit de la famille,How do I apply to the Amicable Settlement Chamber (CRA)?,How do I apply to the Amicable Settlement Chamber?,Comment puis-je présenter ma demande à la Chambre de règlement à l'amiable?
Je suis majeur. Je séjourne en Belgique depuis au moins 10 ans. Que faire si je n'ai pas d'acte de naissance pour ma demande de nationalité ?,Droit des étrangers,I've been in Belgium for at least 10 years. What if I don't have a birth certificate for my application for citizenship?,"If I don't have a birth certificate for my application for citizenship, what will I do?","Si je n'ai pas d'acte de naissance pour ma demande de citoyenneté, que vais-je faire?"
"Si je suis endetté(e), est-ce pris en compte pour l'aide juridique ?",Droit pénal,"If I am in debt, is this taken into account for legal aid?",Is debt taken into account for legal aid if I am in debt?,La dette est-elle prise en compte pour l'aide juridique si je suis endetté?
J'ai signé une déclaration de cohabitation légale. Que se passe-t-il en cas de décès de l'un des cohabitants légaux ?,Droit de la famille,I signed a declaration of legal cohabitation. What happens if one of the legal cohabitants dies?,"If one of the legal cohabitants dies, what happens?","Si l'un des cohabitants légaux meurt, que se passe-t-il ?"
Quel est le rôle du CPAS en cas d'expulsion en Wallonie ?,Droit immobilier,What is the role of the CPAS in the event of expulsion to Wallonia?,"In the event of Wallonia's expulsion, what is the role of the CPAS?","En cas d'expulsion de Wallonie, quel est le rôle du CPAS?"
Le règlement collectif de dettes arrête-t-il une mesure de coupure d'énergie ?,Droit financier,Does the collective settlement of debts stop an energy cut?,Does the collective settlement of debts stop an energy cut?,Le règlement collectif des dettes met-il fin à une coupure d'énergie?
J'héberge un ami/un proche. Mon ami/proche occupe un de mes appartements inoccupés. Dois-je conclure un contrat de bail ?,Droit immobilier,I'm hosting a friend/friend. My friend/closer occupies one of my unoccupied apartments. Do I have to enter into a lease agreement?,Do I have to sign a lease agreement?,Dois-je signer un contrat de location ?
Je mets un appartement ou une maison en location (bail de résidence principale). Dois-je installer des détecteurs incendie en Wallonie ?,Droit immobilier,I rent an apartment or a house (main residence lease). Do I have to install fire detectors in Wallonia?,Do I have to install fire detectors in Wallonia?,Dois-je installer des détecteurs d'incendie en Wallonie ?
Combien coûte un recours contre une décision de justice ?,Droit pénal,How much is an appeal against a court decision?,How much is an appeal against a court decision?,Combien coûte un appel contre une décision de justice?
Qui est couvert par l'assurance RC familiale ?,Droit financier,Who is covered by the Family RC Insurance?,Who is covered by the Family RC Insurance?,Qui est couvert par l'assurance RC familiale?
Je suis locataire. Qu’est-ce que la clause d'abandon de recours ?,Droit financier,I'm a tenant.,I'm a tenant.,Je suis locataire.
Combien coûte une médiation familiale ?,Droit de la famille,How much does a family mediation cost?,How much does a family mediation cost?,Combien coûte une médiation familiale?
Je suis majeur. Je suis né en Belgique. A quelles conditions puis-je demander la nationalité belge si je suis né en Belgique ?,Droit des étrangers,I am an adult. I was born in Belgium. On what conditions can I apply for Belgian nationality if I was born in Belgium?,I am an adult and I was born in Belgium.,Je suis un adulte et je suis né en Belgique.
"Je suis auteur de violences conjugales. En tant qu'auteur de violences conjugales, que puis-je faire pour sortir de cette situation ?",Droit de la famille,"As a perpetrator of domestic violence, what can I do to get out of this situation?",What can I do to get out of this situation?,Que puis-je faire pour sortir de cette situation ?
Mon propriétaire peut-il mettre fin au bail de 9 ans pour faire des travaux dans le logement à Bruxelles ?,Droit immobilier,Can my owner terminate the nine-year lease to do housing work in Brussels?,Is it possible for my owner to end the nine-year lease to do housing work in Brussels?,Est-il possible pour mon propriétaire de mettre fin au bail de neuf ans pour effectuer des travaux de logement à Bruxelles?
"J'ai droit à l'aide juridique, dois-je payer des frais de justice ?",Droit pénal,"I'm entitled to legal aid, do I have to pay legal fees?",Do I have to pay legal fees?,Dois-je payer des frais juridiques?
Je divorce. Je divorce par consentement mutuel. Doit-on s’adresser à un avocat ou à un notaire pour rédiger nos conventions de divorce ?,Droit de la famille,I divorce. I divorce by mutual consent. Should we talk to a lawyer or notary to draft our divorce agreements?,I divorce by mutual consent.,Je divorce par consentement mutuel.
J'ai signé une déclaration de cohabitation légale. Dois-je vivre sous le même toit que mon cohabitant légal ?,Droit de la famille,I signed a declaration of legal cohabitation. Do I have to live under the same roof as my legal cohabitant?,Do I have to live under the same roof as my legal cohabitant?,Dois-je vivre sous le même toit que mon cohabitant légal ?
"J'héberge un ami/un proche. Mon ami vit chez moi et participe aux frais, puis-je lui demander de partir ?",Droit immobilier,"I'm hosting a friend/friend. My friend lives at home and pays for it, may I ask him to leave?","My friend lives at home and pays for it, may I ask him to leave?","Mon ami vit à la maison et paie pour ça, puis-je lui demander de partir ?"
"Je suis victime de violences conjugales. L'auteur des violences est étranger non européen, est-ce que je vais perdre mon titre de séjour ?",Droit de la famille,"I am a victim of domestic violence. The perpetrator of the violence is foreign non-European, am I going to lose my residence permit?",Am I going to lose my residence permit if I am a victim of domestic violence?,Est-ce que je vais perdre mon permis de séjour si je suis victime de violence familiale?
Je vis avec ma famille en Belgique. J'ai un enfant en Belgique. Je suis étranger. Qui peut obtenir un titre de séjour par la reconnaissance d'un enfant né en Belgique ?,Droit des étrangers,I live with my family in Belgium. I have a child in Belgium. I am a foreigner. Who can obtain a residence permit by recognizing a child born in Belgium?,Who can get a residence permit if the child is born in Belgium?,Qui peut obtenir un permis de séjour si l'enfant est né en Belgique?
"Je reçois les confidences en tant que professionnel. Je travaille dans un CPAS, dois-je répondre aux demandes d’informations du procureur du Roi pour lutter contre le terrorisme ?",Droit du travail,"I receive the confidences as a professional. I work in a CPAS, do I have to respond to requests for information from the King's prosecutor to fight terrorism?",Do I have to respond to requests for information from the King's prosecutor to fight terrorism?,Dois-je répondre aux demandes d'information du procureur du Roi pour lutter contre le terrorisme?
Qui est le subrogé tuteur et quel est son rôle ?,Droit de la famille,Who is the subrogated tutor and what is his role?,What is the role of the subrogated tutor?,Quel est le rôle du tuteur subrogé?
Quand il n'y a pas d'argent pour payer le médiateur de dettes ?,Droit financier,When there's no money to pay the debt mediator?,When there is no money to pay the debt mediation?,Quand il n'y a pas d'argent pour payer la médiation de la dette?
Comment mettre fin au bail étudiant de commun accord à Bruxelles ?,Droit immobilier,How can we put an end to the student lease agreed in Brussels?,How can we end the student lease?,Comment peut-on mettre fin au bail étudiant ?
Devant quel tribunal introduire le recours contre la décision du CPAS ?,Droit de la protection sociale,Before which court should the appeal be lodged against the decision of the CPAS?,"Before the appeal is lodged against the decision of the CPAS, which court should it be lodged against?","Avant que le recours ne soit formé contre la décision du CPAS, à quel tribunal doit-il être formé?"
Dois-je d’office passer par un notaire pour rédiger un testament ?,Droit financier,Do I have to go through a notary to write a will?,Is it necessary for me to go through a notary to write a will?,Est-il nécessaire pour moi de passer par un notaire pour écrire un testament?
Que faire si on m'a accordé un crédit sans vérifier mes capacités financières ?,Droit financier,What if I was given credit without checking my financial capabilities?,Is it possible that I would be given credit without checking my finances?,Est-il possible que je me fasse crédit sans vérifier mes finances?
Puis-je m'absenter du travail pour aller chez le médecin ?,Droit du travail,May I be absent from work and go to the doctor?,Is it possible to be absent from work and go to the doctor?,Est-il possible d'être absent du travail et d'aller chez le médecin?
"Après 9 ans, que se passe-t-il si j’occupe encore le logement à Bruxelles ?",Droit immobilier,"After 9 years, what happens if I still occupy the accommodation in Brussels?",What happens if I stay in the same place for 9 years?,Que se passe-t-il si je reste au même endroit pendant 9 ans ?
"Taxe ou redevance, qu'est-ce que ça change ?",Droit financier,"Tax or royalty, what's the difference?",What is the difference between tax and royalty?,Quelle est la différence entre l'impôt et la redevance?
Toutes mes dettes sont-elles effacées à la fin du règlement collectif de dettes ?,Droit financier,Are all my debts written off at the end of the collective debt settlement?,Are my debts written off at the end of the debt settlement?,Mes dettes sont-elles annulées à la fin du règlement de la dette ?
Ai-je droit à l'aide juridique (ex pro deo) si je ne fais partie d'aucune de ces catégories ?,Droit pénal,Am I entitled to legal aid (ex pro deo) if I do not belong to any of these categories?,"If I don't belong to any of these categories, am I entitled to legal aid?","Si je n'appartiens à aucune de ces catégories, ai-je droit à l'aide juridique?"
Puis-je introduire un recours en urgence ?,Droit de la protection sociale,May I bring an urgent action?,Is it possible that I bring an urgent action?,Est-il possible que j'apporte une action urgente?
Je pense que mon logement est insalubre. Je contacte le propriétaire. Mon logement est insalubre et le propriétaire ne réagit pas. Puis-je suspendre le paiement des loyers en Wallonie ?,Droit immobilier,I think my accommodation is unsanitary. I contact the owner. My accommodation is unsanitary and the owner does not react. Can I suspend the payment of rents in Wallonia?,Can I suspend the payment of rents in Wallonia?,Puis-je suspendre le paiement des loyers en Wallonie ?
Mon ex menace de demander au juge une délégation de sommes. Qu'est-ce que c'est ?,Droit financier,My ex is threatening to ask the judge for a delegation of money.,My ex is threatening to ask the judge for money.,Mon ex menace de demander de l'argent au juge.
J’ai fait une donation. Puis-je changer d’avis ?,Droit financier,I made a donation. Can I change my mind?,Can I change my mind?,Je peux changer d'avis ?
"J'ai une procédure dans un autre arrondissement judiciaire, que faire ?",Droit pénal,"I have a procedure in another judicial district, what do I do?",What do I do when I have a procedure in another judicial district?,Que dois-je faire quand j'ai une procédure dans un autre district judiciaire ?
Comment calculer l’indexation de mon loyer à Bruxelles ?,Droit immobilier,How do I calculate the indexation of my rent in Brussels?,I don't know how to calculate the indexation of my rent.,Je ne sais pas comment calculer l'indexation de mon loyer.
L'allocation pour l'aide aux personnes âgées (APA) diminue-t-elle si je vis avec d'autres personnesen Wallonie ?,Droit immobilier,Does the Old Age Assistance (APA) benefit decrease if I live with other people in Wallonia?,Does the Old Age Assistance benefit decrease if I live with other people?,La prestation d'aide à la vieillesse diminue-t-elle si je vis avec d'autres personnes?
