query,super_category
I think my accommodation is unsanitary. I address the Walloon Region or the competent municipality with a view to carrying out a health and overcrowding survey. Who should act if my accommodation is deemed unsanitary in Wallonia?,Droit immobilier
The administrator is controlled.,Droit de la famille
How can we put an end to the joint lease in Brussels?,Droit immobilier
"My owner does not make the necessary repairs, can I suspend the payment of my rent in Brussels?",Droit immobilier
I wish to divorce because of irretrievable disunity. How do I fix the amount of maintenance?,Droit de la famille
I am summoned to court. Should we always set a timetable for the exchange of conclusions?,Droit pénal
Is the collective settlement of debts suspending interest?,Droit financier
Can we get my lunchchecks?,Droit financier
Can my owner terminate the long-term lease before expiry in Brussels?,Droit immobilier
How is the real estate seizure going?,Droit financier
Which court should you go to if there's a problem with filiation?,Droit de la famille
"If I have committed an offence, can I be offered to pay a certain amount of money without being convicted by a judge?",Droit pénal
"If I receive assistance from CPAS, am I entitled to legal aid?",Droit pénal
How can we avoid expulsion to Brussels?,Droit immobilier
I divorce. I divorce because of irremediable disunion. Can I ask alone for divorce on the basis of our de facto separation?,Droit de la famille
How can we end the student lease?,Droit immobilier
Can I leave the family home if I am a victim of domestic violence?,Droit de la famille
I live with my family in Belgium. I become a legal cohabitant. Can I come to Belgium to make a declaration of legal cohabitation?,Droit des étrangers
Is it possible to make a new consumer credit to repay those I already have?,Droit financier
Can I end my lease without notice or compensation if it's not registered?,Droit immobilier
I am stateless and I'm an adult.,Droit des étrangers
Can I be required to take care of the person or property?,Droit de la famille
I am a victim of domestic violence. What are my rights as an injured person or as a civil party?,Droit de la famille
What happens if I'm seized of my income and I have other creditors?,Droit financier
I signed a declaration of legal cohabitation. Can I rent or sell our house without the consent of my legal cohabitant?,Droit de la famille
Do we need to make a common living agreement?,Droit de la famille
What should be done when debts are settled together?,Droit financier
I'm summoned to court.,Droit pénal
May I ask that certain records be removed from my criminal record?,Droit pénal
I live as a couple. Do we have to make a common living agreement?,Droit de la famille
Do I have to report child abuse?,Droit du travail
Who is in charge of the execution of my work sentence?,Droit pénal
What is the role of the guardian of a minor child?,Droit de la famille
Real estate discount: do I have to pay it in Brussels?,Droit immobilier
"My friend has his reference address at my house, can we grab my furniture?",Droit financier
I am an adult and I am disabled.,Droit des étrangers
What if I don't get along with the debt mediator?,Droit financier
I signed a declaration of legal cohabitation. Do we have to open a common account if we are legal cohabitants?,Droit de la famille
Does my adult child still benefit from my insurance?,Droit financier
How can I challenge my water bill in Wallonia?,Droit financier
I signed a declaration of legal cohabitation. We are legal cohabitants. Who has to repay the mortgage credit?,Droit de la famille
Am I entitled to legal aid (ex pro deo) if I am disabled?,Droit pénal
"I'm being summoned to the police court, what's going to happen?",Droit pénal
I rent a kot (common lease). Do I have to install fire detectors in Wallonia?,Droit immobilier
Can my owner start my furniture on the street?,Droit immobilier
How can I challenge a refusal of reference address?,Droit immobilier
I become a legal cohabitant when I live with my family in Belgium.,Droit des étrangers
What is the cost of the judicial officer?,Droit financier
Can the owner claim any rental damage after I leave for Brussels?,Droit immobilier
I was sentenced to a prison sentence.,Droit pénal
Do I have to invoke a fault of my spouse to divorce?,Droit de la famille
A friend wants to lend me money.,Droit financier
"I'm summoned to court, do I have to get a lawyer?",Droit pénal
Does my spouse's salary also belong to me?,Droit de la famille
How much does a family mediation cost?,Droit de la famille
What are the consequences of our separation on our rights and duties to one another as a legal cohabitant?,Droit de la famille
Does the judge automatically choose egalitarian accommodation?,Droit de la famille
What are the risks if I don't pay my consumer credit anymore?,Droit financier
Is my lease an official rental lease?,Droit immobilier
How long is my electricity and gas bill in Wallonia?,Droit financier
I receive the confidences as a professional. Can I be prosecuted for breach of professional secrecy if I have disclosed information by recklessness?,Droit du travail
Is it possible to recognize a child after having a bond of filiation canceled with his father?,Droit de la famille
Can I end my lease before it ends in Brussels?,Droit immobilier
I live with my family in Belgium. I become a legal cohabitant. What steps do I take to register a declaration of legal cohabitation?,Droit des étrangers
How does the lawyer calculate his fees?,Droit pénal
My spouse (or legal cohabitant) wants to introduce a collective debt settlement (CDR). Can he force me to introduce one?,Droit financier
How can we modify the measure of administration of property?,Droit de la famille
I think my accommodation is unsanitary. I address the Walloon Region or the competent municipality with a view to carrying out a health and overcrowding survey. Who can carry out the health survey in Wallonia?,Droit immobilier
Is there a way to create a rental guarantee via the CPAS?,Droit immobilier
May I be absent from work and go to the doctor?,Droit du travail
Do I have to tell the interviewer that I'm pregnant?,Droit de la protection sociale
I'm a parent.,Droit de la famille
What steps do I take if I cause damage?,Droit financier
Is it possible to end the lease before it expires in Brussels?,Droit immobilier
Can I get married in Belgium?,Droit des étrangers
I am bringing a lawsuit. I do not agree with the decision: what to do?,Droit pénal
I divorced by mutual consent. Can I change the amount of support?,Droit de la famille
"As a legal cohabitant, what judge can solve our problems before separation?",Droit de la famille
Can I refuse to work overtime or at night?,Droit de la protection sociale
What is the use of urgent and temporary measures?,Droit de la famille
Will my employer know if I'm in debt settlement?,Droit financier
"If the mother is married to someone other than the father, can I have a father-child relationship?",Droit de la famille
I'm not a citizen if I don't have a birth certificate.,Droit des étrangers
How to arrange accommodation for a minor child?,Droit de la famille
Do I have the right to unemployment in the event of a breach of the contract of employment for medical force majeure?,Droit du travail
Can I be put under property administration if I mishandle my money?,Droit de la famille
Will my employer be notified if I am in collective debt settlement?,Droit financier
Can my owner expel me if I'm late for a payment?,Droit immobilier
How do I file an application for urgent and interim measures in the family court?,Droit de la famille
How can we create a rental guarantee via the CPAS in Brussels?,Droit immobilier
I live with my family in Belgium. I have a child in Belgium. I am a foreigner. What if the municipality refuses to recognize my child?,Droit des étrangers
When do I have to pay my debt?,Droit financier
What rules apply to my lease?,Droit immobilier
What is the cost of the judicial officer?,Droit pénal
Can the owner claim the entire rent from a single roommate?,Droit immobilier
I live with my family in Belgium.,Droit des étrangers
How long is my debt paid off?,Droit financier
Do I have to pay the costs of justice if I dispute a decision of a social security agency?,Droit de la protection sociale
What are the types of rental guarantees in Brussels?,Droit immobilier
I think my accommodation is unsanitary. I contact the owner. My accommodation is unsanitary and the owner does not react. Can I have the necessary work done and send him the bill in Wallonia?,Droit immobilier
Do I have to blame my spouse for the divorce?,Droit de la famille
I live with my family in Belgium. I have a child in Belgium. I am in an illegal stay. Can I recognize my child in Belgium?,Droit des étrangers
Can I get help with legal fees?,Droit pénal
How do you calculate the amount that can be seized if I collect several types of income?,Droit financier
My accommodations are subject to an uninhabitable order because of unsanitaryness.,Droit immobilier
I am a victim of domestic violence. Can I expel the perpetrator of domestic violence from the family home?,Droit de la famille
I live with my family in Belgium. I am married. I am a foreigner: can we ask for the annulment of our marriage?,Droit des étrangers
How to recover the rental guarantee in Brussels?,Droit immobilier
How long is my hospital bill?,Droit financier
Is it possible to change your property administrator and/or person?,Droit de la famille
Who is in charge of the functioning of guardian?,Droit de la famille
What is the health and overcrowding survey in Wallonia?,Droit immobilier
What happens to the lease in the event of the owner's death?,Droit immobilier
I'm bringing a lawsuit. What is the joint motion?,Droit pénal
I think my accommodation is unsanitary. I address the mayor. What is the mayor's mission in terms of unsanitaryness in Wallonia?,Droit immobilier
Can I hire an illegal alien?,Droit des étrangers
What happened when I appealed the judgment?,Droit pénal
Is it possible for the administrator to choose the residence of his/her protected person?,Droit de la famille
I'm a parent.,Droit de la famille
"I'm a parent, can I call the SECAL?",Droit de la famille
When can I recover the rental guarantee in Brussels?,Droit immobilier
"I was under prolonged minority, what happened on September 1, 2019?",Droit de la famille
Who is responsible for the construction of the adjoining wall?,Droit immobilier
How to extend or renew a student lease in Brussels?,Droit immobilier
My landlord did not register the lease. Can I terminate the lease without notice or compensation in Brussels?,Droit immobilier
I hesitate to make a will.,Droit financier
What are the charges in Brussels?,Droit immobilier
There are sometimes two guardians for a minor child.,Droit de la famille
Can the protected person make a will or donation?,Droit de la famille
I'm a salaried worker. Am I left out during my pregnancy?,Droit de la protection sociale
I am married. Do I have to have the consent of my spouse to practise a profession?,Droit de la famille
The child's father and mother reside together. What if the other parent made a decision with which I do not agree about our minor child?,Droit de la famille
I divorce by mutual consent.,Droit de la famille
"My owner doesn't do the necessary repairs, can I break the lease in Brussels?",Droit immobilier
Can I be kicked out of the country in the winter?,Droit immobilier
I've been in Belgium for at least 10 years. What if I don't have a birth certificate for my application for citizenship?,Droit des étrangers
"Our owner doesn't do the repairs, what to do in Brussels?",Droit immobilier
Can I be accused of being helpful to someone in danger if I keep quiet?,Droit du travail
The company is located in Belgium.,Droit financier
Can my owner charge me all the costs he wants in Brussels?,Droit immobilier
Can the police search me for cannabis?,Droit pénal
Do I have to install fire detectors in Wallonia?,Droit financier
I put an apartment or a house for rent (main residence lease).How do I evict my tenant in Wallonia?,Droit immobilier
Can the person take a subscription?,Droit de la famille
"As a victim of domestic violence, can I divorce if my husband refuses?",Droit de la famille
How is the reintegration journey going?,Droit du travail
What is criminal mediation?,Droit pénal
What are the tenant's maintenance and repairs in Brussels?,Droit immobilier
What is the use of urgent and temporary measures?,Droit de la famille
I was sentenced to a prison sentence. Should we ask for electronic surveillance or is it automatic?,Droit pénal
What steps do we need to take to become a legal cohabitant?,Droit de la famille
Do you have to take a medical exam before you get back to work?,Droit de la protection sociale
"After doing some work, can my owner raise the rent in Brussels?",Droit immobilier
"I'm becoming a legal cohabitant, we're legal cohabitants, who has to pay off the mortgage credit?",Droit de la famille
How much does the procedure for the administration of goods cost?,Droit de la famille
What do I risk if I get caught flying in a store?,Droit pénal
I'm an adult. I'm stateless. How's the naturalization application process going?,Droit des étrangers
"If my accommodation is deemed unsanitary in Wallonia, who should do something?",Droit immobilier
Can I get all my income?,Droit financier
What is the role of the CPAS in the event of expulsion to Brussels?,Droit immobilier
Who is covered by the Family RC Insurance?,Droit financier
What are the consequences of our divorce with regard to our children?,Droit de la famille
How can we put an end to the joint lease in Brussels?,Droit immobilier
I rent an apartment or a house (main residence lease). Do I have to install fire detectors in Wallonia?,Droit immobilier
Can my landlord expel me if I don't pay my rent?,Droit financier
Do I have to apply for a town planning permit if I divide my house into two?,Droit immobilier
Is the state of play mandatory in Brussels?,Droit immobilier
Can the pro deo lawyer charge me a fee?,Droit pénal
Do I have to report my accomplices to the police?,Droit pénal
What is the best way to distribute the obligations between roommates?,Droit immobilier
Does the elderly assistance allowance (APA) decrease if I live with other people in Brussels?,Droit immobilier
The parents of a child are not married to each other.,Droit de la famille
I think my accommodation is unsanitary. I address the police because I am the victim of a sleep merchant. What are the sanctions for the sleep merchant owner?,Droit immobilier
"We're married, we're separated, are we going to be recognized as the child's father?",Droit de la famille
Is my lease a student lease in Brussels?,Droit immobilier
Can my owner terminate the nine-year lease to do housing work in Brussels?,Droit immobilier
What is a transfer of remuneration?,Droit financier
I'm a parent and I don't trust my ex.,Droit de la famille
"My neighbor refuses to sell his attachment, what should I do?",Droit immobilier
I'm a victim of domestic violence.,Droit de la famille
What do I risk if I cause a fire?,Droit pénal
May I turn to the justice of the peace to settle a rental dispute in Wallonia?,Droit immobilier
I've heard of the Renard method.,Droit de la famille
"If I don't pay off my mortgage, am I registered with the National Bank?",Droit financier
I divorce. I divorce by mutual consent. How can I apply for a divorce once our agreements have been drafted?,Droit de la famille
Can I host a friend in exchange for money?,Droit immobilier
What is Real Estate Seizure?,Droit financier
I divorce by mutual consent.,Droit de la famille
"I'm divorced because of irremediable disunity, in which cases do I choose divorce because of irretrievable disunity?",Droit de la famille
What happens to the lease in the event of the tenant's death?,Droit immobilier
Do I have to live under the same roof as my husband?,Droit de la famille
When can the justice of the peace end the lease?,Droit immobilier
"If I don't get the extension for exceptional circumstances in Wallonia, what would I do?",Droit immobilier
My legal cohabitant died. What are my rights in his estate?,Droit financier
How to recover the rental guarantee in Brussels?,Droit immobilier
"If my legal cohabitant dies, can I stay in our house?",Droit de la famille
Will the judge refuse to house my children if I don't have a room for every child?,Droit de la famille
What happens if the protected person moves?,Droit de la famille
I am a victim of an offence and how can I claim compensation?,Droit pénal
Is the urgent and temporary measures taken by the family judge limited in time for legal cohabitants?,Droit de la famille
When and how to create a rental guarantee?,Droit immobilier
"I brought a lawsuit. I appealed the judgment, what happened while waiting for the new judgment?",Droit pénal
Do I have to take a fire insurance if I'm a tenant in Brussels?,Droit immobilier
Can my adult child continue to live in social housing if I die?,Droit immobilier
"I am independent, can I introduce a collective debt settlement (CDR)?",Droit financier
I make sure the owner has obtained a rental permit (Walloon Region). For which accommodation is the rental permit required in Wallonia?,Droit immobilier
Do I have any contact with my grandsons?,Droit de la famille
What is the mayor's mission in terms of unsanitaryness in Wallonia?,Droit immobilier
When is there a guardianship?,Droit de la famille
Will the rent of my student lease be calculated in Brussels?,Droit immobilier
How is the separation procedure going in the family court?,Droit de la famille
I am summoned to court. Does the judge decide the conflict from the first hearing?,Droit pénal
I'm a parent. Can we settle the problems of the food contribution amicably?,Droit de la famille
Do I have to install fire detectors in Wallonia?,Droit immobilier
"I've committed an offence, can I have my lawyer assist me in the police hearing?",Droit pénal
How do I know my housing is overcrowded?,Droit immobilier
Who decides to grant the extension for exceptional circumstances in Brussels?,Droit immobilier
Is it possible for the owner to require an expert to prepare the situation?,Droit immobilier
How do I file an application for urgent and interim measures in the family court?,Droit de la famille
The parents are not married together. The child's father is married to someone other than the mother. Can I be asked for financial assistance for the child if I am his biological father but not legal?,Droit de la famille
Can I divorce without my spouse's consent?,Droit de la famille
What are the problems of a family mediation?,Droit de la famille
"I am an adult. I am disabled. Under what conditions can I apply for Belgian nationality if I am disabled, disabled or pensioner?",Droit des étrangers
Who has to pay the rent?,Droit de la famille
"As a legal cohabitant, what are the consequences of our separation on our rights and duties to one another?",Droit de la famille
I am married to a Belgian and am an adult.,Droit des étrangers
What is the mayor's mission in regards to unsanitaryness in Wallonia?,Droit immobilier
Can my owner initiate my furniture on the street in Wallonia?,Droit immobilier
What steps do I have to take to get married?,Droit de la famille
Can we claim rent from a roommate who has gone to Brussels?,Droit immobilier
What are the regional criteria for unsafe living?,Droit immobilier
Can my partner put me at the door if I live in our house?,Droit de la famille
I am illegally staying in Belgium (without papers). Can I get married in Belgium?,Droit des étrangers
What to do when a new roommate arrives?,Droit immobilier
The parents are not married together. The child's father is married to someone other than the mother. What steps do I take to be recognized as the father of my child if I am married to someone else?,Droit de la famille
What are the consequences of our separation with regard to our children?,Droit de la famille
What is the role of the debt mediator?,Droit financier
"I'm hosting a close friend. I'm hosting someone for free, can I put him out?",Droit immobilier
What is the drop-off clause?,Droit immobilier
Do I have to hire a lawyer to challenge the decision of a social security organisation in Brussels?,Droit immobilier
The movable seizure is what it is.,Droit financier
Does my insurance cover my child who never lives at home?,Droit financier
What remedies should be used against abuse in an amicable recovery?,Droit financier
Does the unofficial rental lease end at maturity in Brussels?,Droit immobilier
The victim of a sleep merchant is talking to the police.,Droit immobilier
I am a salaried worker.When should I notify my employer of my pregnancy?,Droit du travail
Do I have to be accountable to someone?,Droit des étrangers
After how long is my gas and electricity bill prescribed in Brussels?,Droit financier
Will I have the judge's answer after my application for collective settlement of debts is filed?,Droit financier
What happens if my opponent doesn't come to the first hearing?,Droit pénal
What should I do if my water bill is not paid in Wallonia?,Droit financier
Do I have to contribute to household expenses if I don't have a lot of money?,Droit de la famille
Can I appeal the CPAS decision to the court?,Droit de la protection sociale
I live with my family in Belgium. I'm getting married. Can the registrar refuse my marriage?,Droit des étrangers
How does legal cohabitation end?,Droit de la famille
Do I have to install fire detectors in Wallonia?,Droit immobilier
I'm bringing a lawsuit. What is the joint motion (before called voluntary appearance)?,Droit pénal
Who organizes and pays the funeral when there is no heir?,Droit financier
"I have signed a declaration of legal cohabitation. As a legal cohabitant, do I have to contribute to household expenses if I do not have or few resources?",Droit de la famille
Can my owner claim interest in me in Wallonia?,Droit immobilier
Can my owner initiate my furniture at the street in Brussels?,Droit immobilier
What is the duration of a rental lease?,Droit immobilier
Can the owner send me a bill of charges two years after the end of my lease in Wallonia?,Droit immobilier
What measures can the family judge take if we split up?,Droit de la famille
Can the owner index the rent in Brussels?,Droit immobilier
"My owner does not make the necessary repairs, can I suspend the payment of my rent in Brussels?",Droit immobilier
The contract for medical force majeure can be broken under certain conditions.,Droit du travail
How's the separation procedure going in the family court?,Droit de la famille
I am a parent and I don't know how to determine the amount of support contribution.,Droit de la famille
"Two years after the end of my lease in Wallonia, what if I get a bill of charges?",Droit immobilier
"If I don't belong to any of these categories, am I entitled to legal aid?",Droit pénal
The consent of both parents is still needed for decisions regarding the child.,Droit de la famille
I divorce by mutual consent.,Droit de la famille
How long is my gas and electricity bill in Brussels?,Droit financier
The parents are not married together. Can I be forced to establish a bond of filiation with my child if neither I nor the mother are married?,Droit de la famille
What does an intentional act mean when it comes to family insurance?,Droit financier
I'm a victim of domestic violence. How is the cycle of domestic violence going?,Droit de la famille
In what ways can I get a divorce?,Droit de la famille
I am a salaried worker. Am I excluded during breastfeeding?,Droit du travail
The parents are not married together. The child's mother is married to someone other than the father.,Droit de la famille
What procedure does the CPAS have to follow to ask my maintenance debtors to repay the RIS?,Droit de la protection sociale
As a parent how can I protect myself from the damage caused by my minor child?,Droit de la famille
Can I make a new consumer credit to repay those I already have?,Droit financier
Can the pro deo lawyer charge me a fee?,Droit pénal
Can my neighbor mow on Sundays?,Droit immobilier
I wish to divorce because of irremediable disunity. Can I ask my husband/wife for alimony?,Droit de la famille
I don't know how to give up a succession.,Droit financier
Is expulsion quick in Wallonia?,Droit immobilier
The parents are married together. What steps do we take to be recognized as the father of my child if we are married?,Droit de la famille
"If I disagree with another judge's decision, what should I do?",Droit financier
I am a salaried worker. Do I have to report my pregnancy at the job interview?,Droit du travail
I'm becoming a legal cohabitant. Who owns the property purchased during legal cohabitation?,Droit de la famille
Under what conditions can I be placed under the administration of property and/or the person?,Droit de la famille
How's the appeal going?,Droit pénal
What are the communal criteria of unsanitaryness?,Droit immobilier
What if I disagree with the CPAS decision?,Droit immobilier
"Does the collective settlement of debts prevent me from paying back, as a matter of priority, friends or relatives who have lent me money?",Droit financier
What is the role of the Public Prosecutor in criminal matters?,Droit pénal
Can my companion put me at the door of our house if I haven't signed the lease agreement?,Droit immobilier
"I have been summoned to court. I have appealed the judgment, what happens while waiting for the new judgment?",Droit pénal
What is the parent's obligation to support their child?,Droit de la famille
Who can the judge appoint as a debt mediator?,Droit financier
Can a person under the administration of property and/or the person sign a lease in Wallonia?,Droit immobilier
Does the Seniors Assistance Allowance decrease if I live with other people?,Droit de la protection sociale
What is rent indexation in Brussels?,Droit immobilier
"I'm an adult, and I'm claiming exceptional merits, and how is the naturalization application process going?",Droit des étrangers
What does the debt mediator do when he has been appointed?,Droit financier
"If we split up, can the family court make decisions about our social housing lease in Wallonia?",Droit immobilier
Can a single roommate terminate the official rental lease before the deadline in Brussels?,Droit immobilier
What can I do if I disagree with the plan?,Droit financier
Is a written lease required in Brussels?,Droit immobilier
Will I be recognized as the child's father if we are separated?,Droit de la famille
When there is no money to pay the debt mediation?,Droit financier
"If I am disabled, am I entitled to legal aid?",Droit pénal
Is the police obliged to follow up on my complaint?,Droit pénal
Do I have to maintain the boiler every year?,Droit immobilier
I wish to divorce because of irretrievable disunity.,Droit de la famille
Can I claim alimony prior to divorce?,Droit de la famille
What is a Preference Statement?,Droit de la famille
Will anyone care if I'm in debt settlement?,Droit financier
Can I make a donation if I have a property administrator?,Droit financier
Do I have an appeal in Wallonia?,Droit de la famille
"As a legal cohabitant, what are the consequences of our separation on our property?",Droit de la famille
Can I build a concrete slab against the wall?,Droit immobilier
What if I am caught stealing from a person?,Droit pénal
I've heard about the Renard method.,Droit de la famille
Can we split up by mutual agreement without a declaration of termination of legal cohabitation?,Droit de la famille
When are we going to take stock of the situation in Brussels?,Droit immobilier
Can I break the lease in Brussels because my owner doesn't do the necessary repairs?,Droit immobilier
I live in a free union. What are my partner's rights over our children born in a free union?,Droit de la famille
The debt mediation plan can be accepted by the property administrator.,Droit de la famille
What if I don't get along with the debt mediation?,Droit financier
I think my accommodation is unsanitary. I am addressing the Walloon Region or the competent municipality with a view to carrying out a health and overcrowding survey. What is the health and overcrowding survey in Wallonia?,Droit immobilier
Can my spouse force me to work to meet household expenses?,Droit de la famille
I'm separated from my husband/wife. Do I have to pay alimony?,Droit de la famille
How is the judicial procedure going to recover the rental guarantee?,Droit immobilier
"We are legal cohabitants, what consequences on the relationship with our children?",Droit de la famille
Do I have to pay the real estate discount in Brussels?,Droit immobilier
Do any records of the criminal record disappear after a certain period of time?,Droit pénal
"My owner doesn't do the necessary repairs, can I break the lease in Brussels?",Droit immobilier
Is it necessary for me to go through a notary to write a will?,Droit financier
Can I apply for alimony from my husband?,Droit de la famille
What costs can be added during a recovery?,Droit financier
"I'm hosting a friend/friend. My friend has his reference address at home, can we grab my furniture?",Droit immobilier
Can my owner freely fix the price of rent in Brussels?,Droit immobilier
There should be a problem in the execution of the work sentence.,Droit pénal
"I'm a witness to an offence, can I report to the police an offence I'm witnessing?",Droit pénal
What if my income conditions vary when settling debts collectively?,Droit financier
How long is my mortgage credit debt prescribed?,Droit financier
"We're married, what name will our child bear?",Droit de la famille
Can I be expelled in the winter to Wallonia?,Droit immobilier
Under what conditions can urgent and temporary measures be requested from the family judge?,Droit de la famille
How is the judicial procedure going with a view to recovering the rental guarantee in Brussels?,Droit immobilier
Does the collective settlement of debts stop an energy cut?,Droit financier
Where and how to apply for the administration of property and the person?,Droit de la famille
How can society end the social housing lease in Wallonia?,Droit immobilier
"I get the confidences as a professional, how do I know if I'm bound to professional secrecy?",Droit du travail
Do you need a rental permit?,Droit immobilier
Is it legal in Brussels to require a rental guarantee of 3 months?,Droit immobilier
At what point does the limitation period for criminal fines begin?,Droit pénal
How is the administrator controlled?,Droit de la famille
Do I have to leave before the expulsion takes place in Wallonia?,Droit immobilier
May I ask the family court for custody of the children before the divorce is pronounced?,Droit de la famille
I was sentenced to prison.,Droit pénal
I rent an apartment or a house (main residence lease).Who has to pay the costs of the deportation procedure in Wallonia?,Droit immobilier
What is a motion?,Droit pénal
Do I have to worry about my son's food contribution if my ex comes into collective debt settlement?,Droit de la famille
On what conditions do I have to pay alimony to my father/mother?,Droit de la famille
For whom and when is the extension for exceptional circumstances useful?,Droit immobilier
I am a salaried worker. Am I excluded during my pregnancy?,Droit du travail
How to deal with medical force majeure?,Droit du travail
I am married.Can I rent or sell our house without the consent of my spouse?,Droit de la famille
Is there a right to a birth allowance in case of miscarriage or stillborn babies?,Droit de la protection sociale
Do criminal records disappear after a certain period of time?,Droit pénal
I'm married and we take a rental.,Droit de la famille
I get the confidences as a professional.,Droit du travail
What is Real Estate Seizure?,Droit financier
Can my friend sue me if I don't pay him back?,Droit financier
Can I change my designated lawyer if I'm not satisfied?,Droit pénal
My accommodation is unsanitary and the owner does not react. Can I suspend the payment of rents in Wallonia?,Droit immobilier
I receive the confidences as a professional. Can I tell my colleagues everything if we work as a network or as a multidisciplinary team?,Droit du travail
What should I do when I return to work after maternity leave?,Droit de la famille
What if the amount of the administrator's fees and fees seems exaggerated?,Droit de la famille
How do I know if the family court is competent for my problem?,Droit de la famille
Can a child make their own decisions?,Droit de la famille
Can I terminate the nine-year lease before its expiry in Brussels?,Droit immobilier
Can I not pay my last 2 months of rent to make sure I recover the rental guarantee in Brussels?,Droit immobilier
I live as a couple. Who owns the different property if we live in a common-law relationship?,Droit de la famille
Is it possible that I am paid during the process?,Droit de la protection sociale
Can the property administrator or person do anything?,Droit de la famille
What should I do when my neighbor refuses to sell his attachment?,Droit immobilier
I'm a parent. Can I ask for an increase in the food contribution if my daughter starts higher education?,Droit de la famille
How old do I have to continue to pay a food contribution?,Droit de la famille
Who can carry out the health survey in Wallonia?,Droit immobilier
Do I have to pay the costs of justice if I dispute a decision of a social security body?,Droit immobilier
What if I don't get the extension for exceptional circumstances in Wallonia?,Droit immobilier
Where is my money going during the negotiation phase?,Droit financier
Can my owner claim late interest from me in Brussels?,Droit immobilier
I made a donation. Can I change my mind?,Droit financier
Are all convictions included in my criminal record?,Droit pénal
"If I don't have a birth certificate for my application for citizenship, what will happen?",Droit des étrangers
Does the Old Age Assistance benefit decrease if I live with other people?,Droit immobilier
How can we challenge the decision of the social security body in Wallonia?,Droit immobilier
Is expulsion quick in Brussels?,Droit immobilier
Can we take my car back if I don't pay my credit card bill?,Droit financier
"If I didn't apply for a rental permit in Wallonia, what would happen?",Droit immobilier
Can I set a time limit for alimony?,Droit de la famille
I have been sentenced to a prison sentence. I am a foreigner and incarcerated. Can I go back to my country even if I have not served my entire prison sentence in Belgium?,Droit pénal
I am an adult. I am disabled. Can I appeal in the event of a negative opinion concerning my application for nationality?,Droit des étrangers
Do I have to take a fire insurance if I'm a tenant in Brussels?,Droit financier
Do I have to pay alimony to my parents?,Droit de la famille
I'm an adult. I'm stateless. How do I get stateless status?,Droit des étrangers
What is a criminal record extract (certificate of good life and morals)?,Droit pénal
Who is responsible for declaring the birth?,Droit de la protection sociale
"If my owner does work in my home, can I ask for a reduction in rent in Brussels?",Droit immobilier
Can my owner terminate the nine-year lease without a reason in Brussels?,Droit immobilier
Where can I find a lease request template?,Droit immobilier
Can the owner claim rental damage after I leave?,Droit immobilier
Can the police stop me if I break a car?,Droit pénal
I live with my family in Belgium. I have a child in Belgium. I am a foreigner. Can my child's recognition be cancelled?,Droit des étrangers
"We're married, what will our child's name be?",Droit de la famille
What do I risk if I occupy a house without permission (squat) in Wallonia?,Droit immobilier
I am a victim of domestic violence.,Droit de la famille
How to unblock bank accounts after a death?,Droit financier
What are the tenant's maintenance and repairs in the city?,Droit immobilier
How often do home visits take place in Wallonia?,Droit immobilier
I live with my family in Belgium. I become a legal cohabitant. Can I be expelled if I go to the municipality to make a declaration of legal cohabitation?,Droit des étrangers
"If I am entitled to legal aid, do I have to pay anything?",Droit pénal
Is the prosecutor obliged to follow up on my complaint?,Droit pénal
Does the judge have to choose?,Droit de la famille
How can we challenge the decision of a social security body?,Droit de la protection sociale
The Property Administrator has a mission.,Droit de la famille
Is my lease a short-term lease in Brussels?,Droit immobilier
Where do I ask for my criminal record?,Droit pénal
What name will our child be given if his father recognizes him before or at birth?,Droit de la famille
Do I have to install fire detectors in Wallonia?,Droit immobilier
The company is located in Belgium.,Droit financier
The company is located in Belgium.,Droit financier
After how long is my water bill prescribed in Wallonia?,Droit financier
Can I be kicked out of Belgium if I go to get married?,Droit des étrangers
"If I have initiated the proceedings, do I have to be present at the hearings?",Droit de la famille
How much does the procedure for the administration of goods and/or the person cost?,Droit de la famille
What if my kids keep me from seeing my grandchildren?,Droit de la famille
What is meant by interviews and repairs in Brussels?,Droit immobilier
What is the difference between community service and self-employment?,Droit pénal
Can the judge refuse to house my children if I have a difficult relationship with my ex?,Droit de la famille
Is all of my convictions included in my criminal record?,Droit pénal
What should I do if there is no state of affairs in Brussels?,Droit immobilier
"My friend claims a verbal lease with me, what can I do?",Droit immobilier
How is the separation procedure going in the family court?,Droit de la famille
How do I apply to the Amicable Settlement Chamber?,Droit de la famille
When can the justice of the peace terminate the lease in Brussels?,Droit immobilier
Am I entitled to legal aid (ex pro deo) if I am overindebted?,Droit pénal
I rent a kot (common lease). What are the criteria for granting a rental permit in Wallonia?,Droit immobilier
I make sure the owner has obtained a rental permit. For what accommodation is the rental permit required in Wallonia?,Droit immobilier
I file a complaint with a mediator. The company is located in Belgium. Under what conditions can I file a complaint with the Ombudsman for the consumer?,Droit financier
What if I can't agree with the other parent on a decision about our child?,Droit de la famille
Do I need the consent of my spouse to practice a profession?,Droit de la famille
Can my owner charge me all the costs he wants?,Droit immobilier
I am a parent. How do I determine the amount of the support contribution?,Droit de la famille
I'm married. We take a rental accommodation. Who has to pay the rents?,Droit de la famille
How much do I have to pay for legal proceedings?,Droit pénal
I divorce because of irremediable disunity.,Droit de la famille
